id,username,primary,secret,server,farm,count_views,count_comments,count_photos,count_videos,title,description,can_comment,date_create,date_update,photos,visibility_can_see_set,needs_interstitial
72157638739336254,The British Library,10997568126,ff55fc9764,7414,8,180329,0,401,0,Fashion & Costumes,"A selection of fashion images from the British Library's Mechanical Curator Collection, discovered and tagged by the community.

Please tag any similar portraits you find with &quot;fashion&quot;!

<a href=""http://britishlibrary.typepad.co.uk/digital-scholarship/2013/12/a-million-first-steps.html"" rel=""noreferrer nofollow"">Visit our blog for more information on our 1 Million public domain Flickr Commons upload.</a>",1,1387220310,1662104330,401,1,0
72157639804554423,The British Library,11072356246,248b477d89,5478,6,58998,0,325,0,Castles,"A selection of castles from the British Library's Mechanical Curator Collection, discovered and tagged by the community.


Please tag any similar portraits you find with &quot;<strong>castle</strong>&quot;!

<a href=""http://britishlibrary.typepad.co.uk/digital-scholarship/2013/12/a-million-first-steps.html"" rel=""noreferrer nofollow"">Visit our blog for more information on our 1 Million public domain Flickr Commons upload.</a>",1,1389805334,1662104330,325,1,0
72157640537276514,The British Library,11230867173,52ceb2677c,5484,6,124200,0,346,0,Cycling,"A selection of cycling images, surfaced from the British Library's Mechanical Curator Collection, discovered and tagged by the community.

Please tag any similar portraits you find with &quot;<strong>cycling</strong>&quot;!

<a href=""http://britishlibrary.typepad.co.uk/digital-scholarship/2013/12/a-million-first-steps.html"" rel=""noreferrer nofollow"">Visit our blog for more information on our 1 Million public domain Flickr Commons upload.</a>",1,1391607524,1662104330,346,1,0
72157638733975756,The British Library,11149147884,04771d3408,3782,4,282500,0,1638,0,Illustrated Letters & Typography,"A collection of decorative letters and typography from the British Library's Mechanical Curator Collection, discovered and tagged by the community.

<a href=""http://britishlibrary.typepad.co.uk/digital-scholarship/2013/12/a-million-first-steps.html"" rel=""noreferrer nofollow"">Visit our blog for more information on our 1 Million public domain Flickr Commons upload.</a>",1,1387212387,1662104330,1638,1,0
72157644238609190,The British Library,11087216104,c0c6bcd8f8,3690,4,95871,0,484,0,Comic Art,"A selection of comic art images from the British Library's Mechanical Curator Collection, discovered and tagged by the community.

Please tag any similar images you find with &quot;<strong>comic_art</strong>&quot;!

<a href=""http://britishlibrary.typepad.co.uk/digital-scholarship/2013/12/a-million-first-steps.html"" rel=""noreferrer nofollow"">Visit our blog for more information on our 1 Million public domain Flickr Commons upload.</a>",1,1399972556,1662104330,484,1,0
72157719277466705,The British Library,11093435196,694b5129ca,5491,6,26463,0,50,0,World Bee Day!,"A selection of bee images from the British Library's digitised 19th Century Collections, discovered and tagged by the community.

<a href=""https://www.un.org/en/observances/bee-day"" rel=""noreferrer nofollow"">www.un.org/en/observances/bee-day</a> ",1,1621499993,1662104330,50,1,0
72157641858423503,The British Library,11063405415,dd46df1d92,5482,6,528195,0,2378,0,Fauna,"A selection of wildlife images from the British Library's digitised 19th century books, uncovered and tagged by the community.

Please tag any similar images you find with &quot;<strong>fauna</strong>&quot;!

<a href=""http://britishlibrary.typepad.co.uk/digital-scholarship/2013/12/a-million-first-steps.html"" rel=""noreferrer nofollow"">Visit our blog for more information on our 1 Million public domain Flickr Commons upload.</a>",1,1393946178,1662104330,2378,1,0
72157716220271206,The British Library,50265953771,fff7bfb352,65535,66,194276,0,17950,0,King’s Topographical Collection,"The Topographical Collection of George III contains drawn and printed maps, views and atlases produced between 1500 and 1824. The entire collection can be accessed <a href=""https://www.flickr.com/photos/britishlibrary/collections/72157719509637544/"">here</a>.",1,1601659319,1662104330,17950,1,0
72157640584771663,The British Library,11007965324,d0d5df2bcf,7346,8,103534,0,460,0,Valentine's Day,"A selection of love inspired images from British Library's digitised 19th Century books, surfaced by the fantastic work of people who have been tagging these by hand!

Please tag any similar images you find with &quot;<strong>love</strong>&quot;!

For more on this collection:
<a href=""http://britishlibrary.typepad.co.uk/digital-scholarship/2013/12/a-million-first-steps.html"" rel=""noreferrer nofollow"">Visit our blog for more information on our 1 Million public domain Flickr Commons upload.</a>",1,1391693130,1662104330,460,1,0
72157638797895895,The British Library,11076319736,30d344e123,3828,4,256193,0,1706,0,Decorations & Designs,"A selection of decorations and designs from the British Library's Mechanical Curator Collection, discovered and tagged by the community.

Please tag any similar portraits you find with &quot;<strong>decoration</strong>&quot;!

<a href=""http://britishlibrary.typepad.co.uk/digital-scholarship/2013/12/a-million-first-steps.html"" rel=""noreferrer nofollow"">Visit our blog for more information on our 1 Million public domain Flickr Commons upload.</a>",1,1387385144,1662104330,1706,1,0
72157640831988343,The British Library,12459181963,3b9b1cca23,5512,6,187130,0,430,0,'Images Online: a selection',"This set covers a range of topics, and include images from the 13th century Topographia Hibernica, the signature of William Shakespeare from a Blackfriars mortgage-deed, sections from the Hindu epic The Ramayana, illustrations from The Legend of Sleepy Hollow, drawings of eighteenth century Hungarian and Saxon dress, Georgian caricatures by Thomas Rowlandson, and many more.

These digital images are freely available for unrestricted use and reuse, and are of an ideal quality for blogging, teaching, and creative work. And if you want a super high quality image for any reason, these can be purchased from British Library Images Online.

",1,1392130943,1662104330,430,1,0
72157649934355273,The British Library,12458839835,c14e58577b,2805,3,60420,0,131,0,"Dancing, found by the community from the Mechanical Curator Collection","From:
<a href=""http://www.flickr.com/photos/britishlibrary/tags/music"">www.flickr.com/photos/britishlibrary/tags/dance</a>

A selection of dancing related images, surfaced by the fantastic work of people who have been tagging these by hand!

Please tag any similar portraits you find with &quot;<strong>dance</strong>&quot;!

<a href=""http://britishlibrary.typepad.co.uk/digital-scholarship/2013/12/a-million-first-steps.html"" rel=""noreferrer nofollow"">Visit our blog for more information on our 1 Million public domain Flickr Commons upload.</a> ",1,1430321903,1662104330,131,1,0
72157659990533249,The British Library,11131830413,c8a4e87c92,3672,4,401800,0,1064,0,Ghosts & Ghoulish Scenes,"A selection of ghostly and ghoulish images, surfaced by the fantastic work of people who have been tagging these by hand!

Please tag any similar images you find with &quot;<strong>ghoulish</strong>&quot;!

<a href=""http://britishlibrary.typepad.co.uk/digital-scholarship/2013/12/a-million-first-steps.html"" rel=""noreferrer nofollow"">Visit our blog for more information on our 1 Million public domain Flickr Commons upload.</a>",1,1445963765,1662104330,1064,1,0
72157719523870117,The British Library,51193883589,a1af368874,65535,66,5951,0,61,0,"K.Top. - 54.i.7. Dal Pozzo, Cassiano, [Templa Diversa Romae], ca.1517-1635",King George III's Topographical Collection,1,1625745552,1662104330,61,1,0
72157639585298964,The British Library,11000642613,b42090b71c,3741,4,139499,0,87,0,Decorative Papers,"A selection of decorative papers from the British Library's Mechanical Curator Collection, discovered and tagged by the community.

Please tag any similar portraits you find with &quot;<strong>decorative papers</strong>&quot;!

<a href=""http://britishlibrary.typepad.co.uk/digital-scholarship/2013/12/a-million-first-steps.html"" rel=""noreferrer nofollow"">Visit our blog for more information on our 1 Million public domain Flickr Commons upload.</a>",1,1389273375,1662104330,87,1,0
72157644008850194,The British Library,13875846705,b55190580f,3794,4,49867,0,335,0,World War I: Indian Army by H.D. Girdwood,"A series of photographs depicting the Indian Army in the First World War, held by the British Library as Photo(24) and digitised as part of the <a href=""http://www.europeana-collections-1914-1918.eu"" rel=""noreferrer nofollow"">Europeana Collections 1914-1918</a> program.

They were uploaded to Wikimedia Commons in May 2013.",1,1397582763,1662104330,335,1,0
72157644007437024,The British Library,13875235813,552bbe703b,2934,3,16055,0,324,0,World War I: The Canadian Experience,"Copyright deposits from Canadian photographers, sent to Britain between 1895 and 1924, contain many depictions of Canadians’ experiences of the First World War. Either produced by photographers on home soil or individuals in Europe employed by Lord Beaverbrook’s ‘Canadian War Records Office’ the photographs provide a wide ranging account of the many Canadians involved in and impacted by the war.

",1,1397580738,1662104330,324,1,0
72157638792012173,The British Library,11225186786,d0316726e1,3755,4,36595,0,100,0,Random Selections made by the Mechanical Curator,"Updates weekly on Friday. These images will also be moved to the front of the main photostream.

<a href=""http://britishlibrary.typepad.co.uk/digital-scholarship/2013/12/a-million-first-steps.html"" rel=""noreferrer nofollow"">Visit our blog for more information on our 1 Million public domain Flickr Commons upload.</a> ",1,1387367333,1662104330,100,1,0
72157653612373144,The British Library,11071352316,b175a53266,2870,3,71996,0,103,0,Musical Instruments,"From:
<a href=""http://www.flickr.com/photos/britishlibrary/tags/musical instrument"">www.flickr.com/photos/britishlibrary/tags/musicalinstrument</a>

A selection of ships, surfaced by the fantastic work of people who have been tagging these by hand!

Please tag any similar images you find with &quot;<strong>Musical Instrument</strong>&quot;!

<a href=""http://britishlibrary.typepad.co.uk/digital-scholarship/2013/12/a-million-first-steps.html"" rel=""noreferrer nofollow"">Visit our blog for more information on our 1 Million public domain Flickr Commons upload.</a> ",1,1437038970,1662104330,103,1,0
72157715098178598,The British Library,11093786026,b9f82c415c,5498,6,21567,0,117,0,Owls,"A selection of owl images from the British Library's digitised 19th Century Collections, discovered and tagged by the community.
",1,1594746174,1662104330,117,1,0
72157691107046960,The British Library,11004083703,9f271ff92b,7440,8,133055,0,225,0,Myths & Creatures,"A selection of Myths &amp; Creatures, from the British Library's digitised 19th century collections, discovered and tagged by the community.

Please tag any relevant images you find with &quot;<strong>creatures</strong>&quot;!

<a href=""http://britishlibrary.typepad.co.uk/digital-scholarship/2013/12/a-million-first-steps.html"" rel=""noreferrer nofollow"">Visit our blog for more information on our 1 Million public domain Flickr Commons upload.</a>",1,1526464430,1662104330,225,1,0
72157642484575704,The British Library,11252269645,d4818ecfef,5498,6,63059,0,200,0,Illustrations needing tags!,"A daily updated set of 200 illustrations that are in need of extra tags. Even the most basic tags help!

Simply tagging an image with 'map', 'portait', or just words included in the image helps!",1,1395055489,1662104330,200,1,0
72157644423082084,The British Library,11076886515,56293c7935,3727,4,68101,0,1229,0,Heraldry,"A selection of heraldic designs from the British Library's Mechanical Curator Collection, discovered and tagged by the community.

Please tag any similar images you find with &quot;<strong>heraldry</strong>&quot;!

<a href=""http://britishlibrary.typepad.co.uk/digital-scholarship/2013/12/a-million-first-steps.html"" rel=""noreferrer nofollow"">Visit our blog for more information on our 1 Million public domain Flickr Commons upload.</a>",1,1398768873,1662104330,1229,1,0
72157639428882575,The British Library,11230061924,9c7f60a634,5526,6,93216,0,261,0,Technology & Industry,"A selection of technology images from the British Library's Mechanical Curator Collection, discovered and tagged by the community.

Please tag any similar portraits you find with &quot;<strong>technology</strong>&quot;!

<a href=""http://britishlibrary.typepad.co.uk/digital-scholarship/2013/12/a-million-first-steps.html"" rel=""noreferrer nofollow"">Visit our blog for more information on our 1 Million public domain Flickr Commons upload.&lt;/a</a>",1,1388921122,1662104330,261,1,0
72157648088610908,The British Library,11102303116,3e84ede210,5475,6,77951,0,856,0,"Diagrams, Plots & Charts","A selection of diagrams, plots &amp; charts from the British Library's Mechanical Curator Collection, discovered and tagged by the community.

Please tag any similar images you find with &quot;<strong>diagram</strong>&quot;!

<a href=""http://britishlibrary.typepad.co.uk/digital-scholarship/2013/12/a-million-first-steps.html"" rel=""noreferrer nofollow"">Visit our blog for more information on our 1 Million public domain Flickr Commons upload.</a>",1,1412697176,1662104330,856,1,0
72157648496372185,The British Library,11249708046,5e67da2e93,7349,8,104939,0,1996,0,Architecture,"A selection of architecture and building imagery from the British Library's Mechanical Curator Collection, discovered and tagged by the community.

Please tag any similar images you find with &quot;<strong>architecture</strong>&quot;!

<a href=""http://britishlibrary.typepad.co.uk/digital-scholarship/2013/12/a-million-first-steps.html"" rel=""noreferrer nofollow"">Visit our blog for more information on our 1 Million public domain Flickr Commons upload.</a>",1,1412683929,1662104330,1996,1,0
72157648075290070,The British Library,11143654586,c9c51e8988,2827,3,28405,0,616,0,Sheet Music,"A selection of sheet music from the British Library's Mechanical Curator Collection, discovered and tagged by the community.

Please tag any similar portraits you find with &quot;<strong>sheetmusic</strong>&quot;!

<a href=""http://britishlibrary.typepad.co.uk/digital-scholarship/2013/12/a-million-first-steps.html"" rel=""noreferrer nofollow"">Visit our blog for more information on our 1 Million public domain Flickr Commons upload.</a>",1,1412684858,1662104330,616,1,0
72157674484666897,The British Library,11097061804,427113fd95,7291,8,49594,0,90,0,Clocks & timepieces,"A selection of clocks, watches, hourglasses and other timepieces from the British Library's Mechanical Curator Collection, discovered and tagged by the community.

Please tag any similar portraits you find with &quot;<strong>time</strong>&quot;!

<a href=""http://britishlibrary.typepad.co.uk/digital-scholarship/2013/12/a-million-first-steps.html"" rel=""noreferrer nofollow"">Visit our blog for more information on our 1 Million public domain Flickr Commons upload.</a>",1,1544730486,1662104330,90,1,0
72157638736552283,The British Library,11058344806,b4b312ab74,2850,3,173864,0,4581,0,Portraits,"A selection of portraits from the British Library's Mechanical Curator Collection, discovered and tagged by the community.

Please tag any similar portraits you find with &quot;<strong>portrait</strong>&quot;!

<a href=""http://britishlibrary.typepad.co.uk/digital-scholarship/2013/12/a-million-first-steps.html"" rel=""noreferrer nofollow"">Visit our blog for more information on our 1 Million public domain Flickr Commons upload.</a>",1,1387214723,1662104330,4581,1,0
72157719516673386,The British Library,51194724737,180f83c451,65535,66,2030,0,136,0,"K.Top. - 71.i.1. Visentini, Antonio, [Admiranda Urbis Venetæ] vol.1, ca.1730-1740",King George III's Topographical Collection,1,1625745551,1662104330,136,1,0
72157719516673376,The British Library,51194712297,99373967e0,65535,66,1405,0,153,0,"K.Top. - 71.i.2. Visentini, Antonio, [Admiranda Urbis Venetæ] vol.2, ca.1730-1740",King George III's Topographical Collection,1,1625745551,1662104330,153,1,0
72157719523870002,The British Library,51195621718,ac25a0ec5a,65535,66,1994,0,201,0,"K.Top. - 71.i.3. Visentini, Antonio, [Admiranda Urbis Venetæ] vol.3, ca.1730-1740",King George III's Topographical Collection,1,1625745551,1662104330,201,1,0
72157719511098293,The British Library,51194600303,d7167ac539,65535,66,1751,0,96,0,"K.Top. - 75.k.1-3. [Views and plans of the Pontifical Palace, Rome], ca.1720-1727",King George III's Topographical Collection,1,1625745550,1662104330,96,1,0
72157719516673331,The British Library,51195123799,90992bcf1a,65535,66,3428,0,25,0,"K.Top. - 10 TAB.30.(1). Daniell, Thomas, ORIENTAL SCENERY … VIEWS IN HINDOOSTAN, 1795",King George III's Topographical Collection,1,1625745550,1662104330,25,1,0
72157719566258990,The British Library,51193644022,1130f6cd42,65535,66,2525,0,26,0,"K.Top. - 10 TAB.30.(2). Daniell, Thomas, ORIENTAL SCENERY … VIEWS IN HINDOOSTAN, 1797",King George III's Topographical Collection,1,1625745549,1662104330,26,1,0
72157719511098213,The British Library,51194349456,66a34f97b2,65535,66,2066,0,12,0,"K.Top. - 10 TAB.30.(3). Daniell, Thomas, ANTIQUITIES OF INDIA…, 1799",King George III's Topographical Collection,1,1625745549,1662104330,12,1,0
72157719513060029,The British Library,51195340825,3d044e94e3,65535,66,8940,0,345,0,"K.Top. - 114.h*.1. Blaeu, Joan, Geographie … Premiere Partie de la…, 1667",King George III's Topographical Collection,1,1625745548,1662104330,345,1,0
72157719513060014,The British Library,51195323555,83aa894f21,65535,66,2649,0,354,0,"K.Top. - 114.h*.2. Blaeu, Joan, Second Volvme de la Geographie Blaviane …, 1667",King George III's Topographical Collection,1,1625745548,1662104330,354,1,0
72157719511098138,The British Library,51195306495,5490b8ab72,65535,66,1043,0,485,0,"K.Top. - 114.h*.3. Blaeu, Joan, Troisie´me Volvme de la Geographie Blaviane …, 1667",King George III's Topographical Collection,1,1625745548,1662104330,485,1,0
72157719511098123,The British Library,51194221571,777ae2a1da,65535,66,2145,0,392,0,"K.Top. - 114.h*.4. Blaeu, Joan, [Le Grand Atlas, volume 4], 1667",King George III's Topographical Collection,1,1625745547,1662104330,392,1,0
72157719511098098,The British Library,51194200986,ef43d9ce31,65535,66,1806,0,407,0,"K.Top. - 114.h*.5. Blaeu, Joan, [Le Grand Atlas, volume 5], 1667",King George III's Topographical Collection,1,1625745547,1662104330,407,1,0
72157719511098088,The British Library,51194394573,4ce0fc8447,65535,66,1113,0,330,0,"K.Top. - 114.h*.6. Blaeu, Joan, [Le Grand Atlas, volume 6], 1667",King George III's Topographical Collection,1,1625745546,1662104330,330,1,0
72157719511098058,The British Library,51194374803,89008e9cf4,65535,66,1055,0,340,0,"K.Top. - 114.h*.7. Blaeu, Joan, [Le Grand Atlas, volume 7], 1667, Part 1",King George III's Topographical Collection,1,1625745546,1662104330,340,1,0
72157719535073584,The British Library,51194374803,89008e9cf4,65535,66,867,0,269,0,"K.Top. - 114.h*.7. Blaeu, Joan, [Le Grand Atlas, volume 7], 1667, Part 2",King George III's Topographical Collection,1,1626171058,1662104330,269,1,0
72157719523869787,The British Library,51194892484,0f169b561c,65535,66,1041,0,453,0,"K.Top. - 114.h*.8. Blaeu, Joan, [Le Grand Atlas, volume 8], 1667",King George III's Topographical Collection,1,1625745545,1662104330,453,1,0
72157719511097998,The British Library,51194864754,78592e3ab5,65535,66,1257,0,288,0,"K.Top. - 114.h*.9. Blaeu, Joan, [Le Grand Atlas, volume 9], 1667",King George III's Topographical Collection,1,1625745545,1662104330,288,1,0
72157719511097963,The British Library,51195120464,71c71ca002,65535,66,1128,0,378,0,"K.Top. - 114.h*.10. Blaeu, Joan, [Le Grand Atlas, volume 10], 1667",King George III's Topographical Collection,1,1625745545,1662104330,378,1,0
72157719523869747,The British Library,51193622317,8bc1bc116b,65535,66,1340,0,279,0,"K.Top. - 114.h*.11. Blaeu, Joan, [Le Grand Atlas, volume 11], 1667, PART 1",King George III's Topographical Collection,1,1625745544,1662104330,279,1,0
72157719566258760,The British Library,51195087324,15712c02e1,65535,66,1753,0,363,0,"K.Top. - 114.h*.11. Blaeu, Joan, [Le Grand Atlas, volume 11], 1667, PART 2",King George III's Topographical Collection,1,1625745544,1662104330,363,1,0
72157719516672966,The British Library,51193591032,b2308d5fa1,65535,66,1312,0,380,0,"K.Top. - 114.h*.12. Blaeu, Joan, [Le Grand Atlas, volume 12], 1667",King George III's Topographical Collection,1,1625745543,1662104330,380,1,0
72157719513059789,The British Library,51193925713,9f89a4f254,65535,66,2426,0,50,0,"K.Top. - 118.a.3.-7. Mu¨ller, J. C. MAPPA GEOGRAPHICA REGNI BOHEMIAE …, 1722",King George III's Topographical Collection,1,1625745543,1662104330,50,1,0
72157719523869687,The British Library,51194070606,34cdbcf147,65535,66,2148,0,135,0,"K.Top. - 118.a.20. Bodenehr, Johann Georg, S. IMPERII ROMANO GERMANICI, 1677",King George III's Topographical Collection,1,1625745542,1662104330,135,1,0
72157719566258685,The British Library,51194061811,42af0ff719,65535,66,1005,0,33,0,"K.Top. - 118.a.22. Rocque, Mary Ann, A SET of PLANS and FORTS IN AMERICA, 1765",King George III's Topographical Collection,1,1625745542,1662104330,33,1,0
72157719511097823,The British Library,51193728726,d4e39b1e6a,65535,66,2793,0,58,0,"K.Top. - 118.a.26. Baeck, Elias, Hodierni Belli Theatrum ac Sedes Rhenus, ca.1735",King George III's Topographical Collection,1,1625745541,1662104330,58,1,0
72157719522403401,The British Library,51193939653,6114cbf86b,65535,66,1085,0,73,0,"K.Top. - 118.a.27. Sepp, J.C., NIEUWE GEOGRAPHISCHE NEDERLANDSCHE REISE- EN ZAK- ATLAS ..., 1773",King George III's Topographical Collection,1,1625854721,1662104330,73,1,0
72157719566258665,The British Library,51193012932,873c9682ca,65535,66,584,0,107,0,"K.Top. - 118.a.28. Espinalt y Garci´a, Bernardo, GUIA GENERAL DE POSTAS…, 1794",King George III's Topographical Collection,1,1625745541,1662104330,107,1,0
72157719516672831,The British Library,51194479429,2386b0d6cc,65535,66,1022,0,21,0,"K.Top. - 118.a.32. Lo´pez de Vargas Machuca, T., ATLAS GEOGRAPHICO DEL REYNO…, 1757",King George III's Topographical Collection,1,1625745540,1662104330,21,1,0
72157719511097788,The British Library,51194767180,25b06a536e,65535,66,1009,0,39,0,"K.Top. - 118.b.1. Moll, Herman, A Set of Thirty Six New … Maps of Scotland…,1725",King George III's Topographical Collection,1,1625745540,1662104330,39,1,0
72157719511097778,The British Library,51194436634,9a2dd4be77,65535,66,421,0,78,0,"K.Top. - 118.b.5. Hooper, S. A SUMMARY ACCOUNT … OF THE ISLAND OF TOBAGO, 1777",King George III's Topographical Collection,1,1625745539,1662104330,78,1,0
72157719513059574,The British Library,51193658671,cd2c24f051,65535,66,659,0,122,0,"K.Top. - 118.b.7. Armstrong, Mostyn J. A COMPANION TO THE MAP OF THE COUNTY OF PEEBLES..., 1775",King George III's Topographical Collection,1,1625745539,1662104330,122,1,0
72157719511097743,The British Library,51194710100,e0f09c0cfa,65535,66,1008,0,45,0,"K.Top. - 118.b.9. NIEUWE en zeer NETTE ATLAS VAN ZUYD-HOLLAND…, ca.1725-1750",King George III's Topographical Collection,1,1625745538,1662104330,45,1,0
72157719511097733,The British Library,51194474649,44c069893c,65535,66,664,0,116,0,"K.Top. - 118.b.22. Duval, P. Diverses cartes et tables pour la geographie ancienne..., 1680",King George III's Topographical Collection,1,1625745538,1662104330,116,1,0
72157719516672721,The British Library,51192986897,3cac747024,65535,66,397,0,52,0,"K.Top. - 118.b.23. Colom, Jacob Aertsz, De VYERIGHE ... NEDERLANTSCHE PROVINCIEN, 1635",King George III's Topographical Collection,1,1625745537,1662104330,52,1,0
72157719516672706,The British Library,51194461514,78a5e422e1,65535,66,969,0,19,0,"K.Top. - 118.b.24. [Plans of Cities in the United Provinces], ca.1632-1650",King George III's Topographical Collection,1,1625745537,1662104330,19,1,0
72157719516672686,The British Library,51194459594,3628c77f76,65535,66,878,0,134,0,"K.Top. - 118.b.26. Bruin, C. AFBEELDINGEN VAN STEDEN ... EN ZUIDHOLLANDSCHE ARKADIA, ca.1720",King George III's Topographical Collection,1,1625745536,1662104330,134,1,0
72157719511097643,The British Library,51192970217,b3f7f3dfc4,65535,66,301,0,73,0,"K.Top. - 118.b.39. Hutchins, Thomas, A TOPOGRAPHICAL DESCRIPTION OF VIRGINIA … 1778",King George III's Topographical Collection,1,1625745536,1662104330,73,1,0
72157719511097638,The British Library,51193886093,4f757451d4,65535,66,328,0,98,0,"K.Top. - 118.b.41. Liddell, James, INDEX TO MAP OF THE COUNTY OF CORNWALL..., 1816",King George III's Topographical Collection,1,1625745535,1662104330,98,1,0
72157719511097613,The British Library,51193635501,1ea48cabed,65535,66,1260,0,437,0,"K.Top. - 118.c.2. Bowman, Walter, Veu¨es et Perspectives Franc¸oises, 1766",King George III's Topographical Collection,1,1625745535,1662104330,437,1,0
